time,open,high,low,close,volume,symbol,name
2022-08-29,1266.72,1266.72,1231.64,1253.51,580507324,VN100,VN100
2022-08-30,1253.51,1265.71,1251.75,1254.53,363416466,VN100,VN100
2022-08-31,1254.53,1261.93,1249.39,1258.36,327727181,VN100,VN100
2022-09-05,1258.36,1262.7,1253.31,1256.38,368007450,VN100,VN100
2022-09-06,1256.38,1265.01,1256.38,1257.32,397225232,VN100,VN100
2022-09-07,1257.32,1257.32,1223.85,1223.85,597372081,VN100,VN100
2022-09-08,1223.85,1232.63,1217.15,1217.15,385100100,VN100,VN100
2022-09-09,1217.15,1230.24,1209.0,1230.24,418579281,VN100,VN100
2022-09-12,1230.24,1238.33,1228.83,1228.83,280127046,VN100,VN100
2022-09-13,1228.83,1232.21,1223.6,1228.07,345970606,VN100,VN100
2022-09-14,1228.07,1228.07,1208.4,1222.37,434575468,VN100,VN100
2022-09-15,1222.37,1230.88,1222.37,1224.43,297851938,VN100,VN100
2022-09-16,1224.43,1224.85,1206.7,1210.14,430861274,VN100,VN100
2022-09-19,1210.14,1211.05,1179.52,1182.99,482248380,VN100,VN100
2022-09-20,1182.99,1196.7,1176.84,1196.7,321577795,VN100,VN100
2022-09-21,1196.7,1196.7,1181.25,1185.93,268397727,VN100,VN100
2022-09-22,1185.93,1190.39,1171.3,1190.39,316310097,VN100,VN100
2022-09-23,1190.39,1192.39,1176.01,1177.67,307590296,VN100,VN100
2022-09-26,1177.67,1177.67,1131.76,1145.19,518874517,VN100,VN100
2022-09-27,1145.19,1152.18,1139.25,1140.16,309525132,VN100,VN100
2022-09-28,1140.16,1140.16,1119.19,1120.32,332605200,VN100,VN100
2022-09-29,1120.32,1136.4,1105.85,1105.85,327886116,VN100,VN100
2022-09-30,1105.85,1114.38,1080.28,1109.45,505532543,VN100,VN100
2022-10-03,1109.45,1109.45,1054.32,1058.77,379736740,VN100,VN100
2022-10-04,1058.77,1074.96,1043.86,1049.46,402817437,VN100,VN100
2022-10-05,1049.46,1082.57,1049.46,1074.28,308373934,VN100,VN100
2022-10-06,1074.28,1077.68,1036.87,1039.57,368420276,VN100,VN100
2022-10-07,1039.57,1039.57,986.79,999.39,636986345,VN100,VN100
2022-10-10,999.39,1012.42,973.93,1002.68,528841028,VN100,VN100
2022-10-11,1002.68,1002.68,953.74,965.37,491751824,VN100,VN100
2022-10-12,965.37,1001.62,961.81,998.27,431736558,VN100,VN100
2022-10-13,998.27,1011.97,987.72,1011.97,323862347,VN100,VN100
2022-10-14,1011.97,1032.97,1011.97,1024.4,489352419,VN100,VN100
2022-10-17,1024.4,1024.4,996.45,1016.72,343034302,VN100,VN100
2022-10-18,1016.72,1035.55,1016.72,1025.94,364085508,VN100,VN100
2022-10-19,1025.94,1028.97,1013.8,1021.57,277136500,VN100,VN100
2022-10-20,1021.57,1024.69,1009.02,1017.68,287361402,VN100,VN100
2022-10-21,1017.68,1019.1,967.24,975.11,540328100,VN100,VN100
2022-10-24,975.11,977.43,928.48,939.43,476184480,VN100,VN100
2022-10-25,939.43,968.7,913.78,953.92,555812413,VN100,VN100
2022-10-26,953.92,961.52,939.96,950.93,329701951,VN100,VN100
2022-10-27,950.93,990.02,946.93,990.02,477300283,VN100,VN100
2022-10-28,990.02,1006.28,986.71,989.18,495884601,VN100,VN100
2022-10-31,989.18,991.27,960.6,985.36,479880665,VN100,VN100
2022-11-01,985.36,1004.41,985.36,993.49,468362914,VN100,VN100
2022-11-02,993.49,995.23,978.82,981.76,422943500,VN100,VN100
2022-11-03,981.76,985.51,967.73,980.58,314474984,VN100,VN100
2022-11-04,980.58,980.58,933.22,954.06,560812400,VN100,VN100
2022-11-07,954.06,954.46,923.26,925.89,473887931,VN100,VN100
2022-11-08,925.89,932.81,904.23,932.11,501528685,VN100,VN100
2022-11-09,932.11,944.13,921.44,929.42,442040893,VN100,VN100
2022-11-10,929.42,929.42,877.19,886.76,527587030,VN100,VN100
2022-11-11,886.76,906.79,886.76,891.84,531639457,VN100,VN100
2022-11-14,891.84,891.84,857.71,874.88,485993600,VN100,VN100
2022-11-15,874.88,874.88,832.13,842.48,509482191,VN100,VN100
2022-11-16,842.48,875.45,803.8,875.14,773086298,VN100,VN100
2022-11-17,875.14,905.25,875.14,901.73,550632710,VN100,VN100
2022-11-18,901.73,909.54,875.04,904.47,731474690,VN100,VN100
2022-11-21,904.47,907.94,890.96,895.23,431770471,VN100,VN100
2022-11-22,895.23,918.22,883.66,889.41,809616630,VN100,VN100
2022-11-23,889.41,895.48,878.04,882.33,372688177,VN100,VN100
2022-11-24,882.33,885.64,868.45,884.13,385470604,VN100,VN100
2022-11-25,884.13,909.27,884.13,909.27,466006464,VN100,VN100
2022-11-28,909.27,945.09,909.27,944.64,740932163,VN100,VN100
2022-11-29,944.64,968.32,936.9,968.32,875829856,VN100,VN100
2022-11-30,974.22,988.24,961.36,988.24,890400902,VN100,VN100
2022-12-01,999.69,1012.05,981.05,983.13,970657101,VN100,VN100
2022-12-02,978.81,1027.49,976.54,1027.49,821426860,VN100,VN100
2022-12-05,1030.96,1052.76,1030.96,1045.23,947575885,VN100,VN100
2022-12-06,1042.66,1044.28,998.44,998.44,1059060700,VN100,VN100
2022-12-07,998.44,1006.46,980.51,989.35,621445483,VN100,VN100
2022-12-08,1001.93,1031.18,999.79,1008.16,673673129,VN100,VN100
2022-12-09,1013.9,1019.71,998.9,1011.92,599365473,VN100,VN100
2022-12-12,1017.44,1022.61,989.81,989.81,688366467,VN100,VN100
2022-12-13,991.99,1008.45,981.44,1008.45,586704135,VN100,VN100
2022-12-14,1008.97,1023.04,1006.65,1009.89,588659556,VN100,VN100
2022-12-15,1007.99,1024.21,1007.81,1019.55,553248700,VN100,VN100
2022-12-16,1019.55,1028.99,1009.45,1018.01,676855125,VN100,VN100
2022-12-19,1017.91,1033.49,1004.38,1004.38,704565250,VN100,VN100
2022-12-20,1001.9,1004.43,969.35,984.79,776977669,VN100,VN100
2022-12-21,994.14,994.64,963.62,983.76,641952667,VN100,VN100
2022-12-22,985.02,996.09,979.43,988.7,570715548,VN100,VN100
2022-12-23,987.49,989.26,973.9,984.09,407278332,VN100,VN100
2022-12-26,984.09,984.09,940.64,940.64,456256877,VN100,VN100
2022-12-27,940.64,965.16,937.38,962.45,434096149,VN100,VN100
2022-12-28,965.2,977.25,954.3,971.26,464408392,VN100,VN100
2022-12-29,971.2,977.11,965.4,965.4,346734313,VN100,VN100
2022-12-30,971.63,972.64,963.81,966.09,290315681,VN100,VN100
2023-01-03,969.98,1001.87,969.74,1001.87,389764690,VN100,VN100
2023-01-04,1005.88,1012.1,1000.67,1004.09,422057100,VN100,VN100
2023-01-05,1006.76,1017.35,1003.99,1013.72,384566300,VN100,VN100
2023-01-06,1012.79,1025.94,1005.29,1008.96,526447870,VN100,VN100
2023-01-09,1016.32,1019.75,1007.55,1010.69,343441575,VN100,VN100
2023-01-10,1010.69,1014.72,1001.02,1010.36,402687750,VN100,VN100
2023-01-11,1015.76,1024.66,1013.16,1013.71,394439904,VN100,VN100
2023-01-12,1017.33,1019.72,1008.01,1013.73,381296429,VN100,VN100
2023-01-13,1019.24,1024.0,1011.47,1016.87,534470195,VN100,VN100
2023-01-16,1016.87,1022.57,1013.84,1021.42,374839588,VN100,VN100
2023-01-17,1023.39,1046.19,1023.39,1046.19,497323766,VN100,VN100
2023-01-18,1050.03,1058.36,1047.2,1056.96,411015340,VN100,VN100
2023-01-19,1056.96,1065.7,1051.71,1063.59,460866836,VN100,VN100
2023-01-27,1070.53,1081.67,1068.6,1072.82,438358700,VN100,VN100
2023-01-30,1074.38,1074.68,1059.49,1059.49,549986000,VN100,VN100
2023-01-31,1058.06,1069.79,1046.5,1069.79,537473500,VN100,VN100
2023-02-01,1072.83,1075.5,1033.58,1033.58,767158552,VN100,VN100
2023-02-02,1037.99,1041.42,1025.15,1033.93,443924130,VN100,VN100
2023-02-03,1033.93,1037.2,1022.98,1026.48,412186615,VN100,VN100
2023-02-06,1026.47,1035.14,1017.02,1035.14,395672658,VN100,VN100
2023-02-07,1036.15,1038.58,1011.69,1012.11,493685874,VN100,VN100
2023-02-08,1015.45,1023.82,1004.71,1015.19,416714600,VN100,VN100
2023-02-09,1013.32,1018.57,1006.33,1006.33,330440864,VN100,VN100
2023-02-10,1006.86,1009.27,994.96,995.02,336863716,VN100,VN100
2023-02-13,990.27,991.77,968.83,980.97,464952670,VN100,VN100
2023-02-14,980.97,985.41,974.5,978.9,289571377,VN100,VN100
2023-02-15,977.48,992.67,974.12,987.42,409387800,VN100,VN100
2023-02-16,987.42,999.38,985.85,999.38,346525745,VN100,VN100
2023-02-17,999.38,1003.79,993.66,999.5,319689599,VN100,VN100
2023-02-20,999.25,1030.5,999.25,1030.5,486437043,VN100,VN100
2023-02-21,1033.84,1039.53,1024.73,1024.73,464191956,VN100,VN100
2023-02-22,1022.33,1022.33,995.9,995.9,537724400,VN100,VN100
2023-02-23,994.97,995.61,972.17,995.59,465258140,VN100,VN100
2023-02-24,994.35,994.36,974.03,976.6,256206680,VN100,VN100
2023-02-27,974.85,974.85,953.14,955.64,389280025,VN100,VN100
2023-02-28,955.64,969.48,954.01,959.07,276603747,VN100,VN100
2023-03-01,957.75,977.28,947.54,977.28,370121905,VN100,VN100
2023-03-02,977.27,981.88,970.78,973.84,259984073,VN100,VN100
2023-03-03,974.78,978.66,958.32,959.1,326617428,VN100,VN100
2023-03-06,968.97,977.99,961.71,962.16,294843151,VN100,VN100
2023-03-07,971.46,980.51,969.54,973.26,352093448,VN100,VN100
2023-03-08,964.65,986.6,963.89,986.6,357895172,VN100,VN100
2023-03-09,988.48,1000.28,988.02,994.97,448541089,VN100,VN100
2023-03-10,989.92,993.38,984.34,991.28,367895317,VN100,VN100
2023-03-13,991.28,995.55,984.69,991.19,470566105,VN100,VN100
2023-03-14,989.52,991.17,973.47,977.65,464060900,VN100,VN100
2023-03-15,981.43,1003.66,981.43,1003.61,457633477,VN100,VN100
2023-03-16,996.86,998.53,982.78,988.39,406888202,VN100,VN100
2023-03-17,995.13,996.6,985.8,989.57,468824278,VN100,VN100
2023-03-20,989.57,989.57,966.64,968.22,432830844,VN100,VN100
2023-03-21,974.25,978.23,960.82,978.03,379387069,VN100,VN100
2023-03-22,978.39,986.29,978.39,983.59,350229026,VN100,VN100
2023-03-23,979.31,988.34,975.64,988.34,335805531,VN100,VN100
2023-03-24,991.11,997.13,989.3,992.92,437271840,VN100,VN100
2023-03-27,994.17,1000.49,989.55,998.42,411201870,VN100,VN100
2023-03-28,1002.85,1005.89,997.76,999.71,456122745,VN100,VN100
2023-03-29,1000.8,1001.73,994.43,1001.73,347040100,VN100,VN100
2023-03-30,1001.73,1011.45,1001.73,1005.02,485973954,VN100,VN100
2023-03-31,1005.44,1014.51,1005.44,1011.42,492782078,VN100,VN100
2023-04-03,1018.58,1027.88,1018.58,1027.88,612592940,VN100,VN100
2023-04-04,1029.26,1031.62,1024.84,1030.67,559454955,VN100,VN100
2023-04-05,1030.53,1033.42,1025.73,1033.42,549398164,VN100,VN100
2023-04-06,1035.55,1037.62,1021.66,1021.66,679845447,VN100,VN100
2023-04-07,1022.2,1023.82,1015.21,1022.47,450218402,VN100,VN100
2023-04-10,1027.06,1032.09,1018.93,1022.17,611311538,VN100,VN100
2023-04-11,1020.56,1027.01,1012.89,1027.01,499426330,VN100,VN100
2023-04-12,1029.36,1031.34,1025.04,1027.61,536438784,VN100,VN100
2023-04-13,1028.83,1029.44,1019.91,1022.47,492913689,VN100,VN100
2023-04-14,1026.24,1027.86,1010.47,1010.47,592139095,VN100,VN100
2023-04-17,1010.22,1012.6,1006.6,1012.16,316989070,VN100,VN100
2023-04-18,1013.76,1015.51,1008.17,1012.66,394237416,VN100,VN100
2023-04-19,1015.87,1016.01,1003.74,1004.25,427109075,VN100,VN100
2023-04-20,1005.32,1006.68,999.39,1002.69,261203329,VN100,VN100
2023-04-21,1002.69,1005.4,994.84,996.18,406034965,VN100,VN100
2023-04-24,996.18,1002.6,991.62,994.81,380056934,VN100,VN100
2023-04-25,995.34,1000.34,985.6,986.37,363928863,VN100,VN100
2023-04-26,985.87,994.02,979.51,994.02,443390922,VN100,VN100
2023-04-27,995.83,999.42,991.35,993.27,368417080,VN100,VN100
2023-04-28,997.79,1003.66,997.11,1003.66,426352513,VN100,VN100
2023-05-04,1000.23,1002.8,993.7,995.02,445147168,VN100,VN100
2023-05-05,995.02,997.79,990.61,993.9,399384953,VN100,VN100
2023-05-08,997.37,1003.84,997.32,1003.84,453197864,VN100,VN100
2023-05-09,1003.95,1007.96,1003.05,1004.65,388241368,VN100,VN100
2023-05-10,1006.84,1011.61,1004.82,1011.28,460640511,VN100,VN100
2023-05-11,1014.65,1017.15,1010.3,1011.64,485595918,VN100,VN100
2023-05-12,1011.64,1020.84,1008.5,1020.84,473751402,VN100,VN100
2023-05-15,1021.96,1031.53,1021.0,1021.0,546229610,VN100,VN100
2023-05-16,1023.12,1023.85,1017.42,1020.31,466955270,VN100,VN100
2023-05-17,1020.26,1023.37,1012.11,1012.11,534823859,VN100,VN100
2023-05-18,1012.11,1023.97,1012.11,1018.25,458186072,VN100,VN100
2023-05-19,1020.74,1020.74,1010.15,1018.64,505683717,VN100,VN100
2023-05-22,1020.69,1025.45,1019.29,1025.45,510373166,VN100,VN100
2023-05-23,1026.09,1028.8,1017.52,1021.35,522276549,VN100,VN100
2023-05-24,1025.55,1025.56,1014.79,1015.34,573312491,VN100,VN100
2023-05-25,1015.34,1017.14,1010.89,1015.2,468785609,VN100,VN100
2023-05-26,1017.36,1018.11,1014.97,1016.03,434712561,VN100,VN100
2023-05-29,1019.44,1027.47,1019.43,1026.59,546274574,VN100,VN100
2023-05-30,1026.59,1031.62,1024.31,1029.93,630697352,VN100,VN100
2023-05-31,1030.78,1032.02,1023.58,1026.67,625141941,VN100,VN100
2023-06-01,1026.29,1031.53,1022.43,1031.53,536852300,VN100,VN100
2023-06-02,1038.61,1049.85,1038.29,1048.15,739075332,VN100,VN100
2023-06-05,1058.27,1059.59,1050.2,1051.53,689481926,VN100,VN100
2023-06-06,1052.17,1062.83,1050.34,1062.83,610171316,VN100,VN100
2023-06-07,1064.83,1067.65,1060.93,1067.08,709152288,VN100,VN100
2023-06-08,1069.07,1071.54,1051.85,1051.85,906471883,VN100,VN100
2023-06-09,1054.71,1061.58,1048.31,1061.58,638568655,VN100,VN100
2023-06-12,1065.42,1069.37,1053.27,1069.37,550844658,VN100,VN100
2023-06-13,1071.45,1073.44,1068.49,1073.06,644217336,VN100,VN100
2023-06-14,1073.06,1080.87,1067.65,1067.65,648407423,VN100,VN100
2023-06-15,1067.13,1069.74,1061.68,1066.33,495091204,VN100,VN100
2023-06-16,1066.45,1083.12,1064.18,1066.79,859287977,VN100,VN100
2023-06-19,1068.27,1069.63,1058.86,1059.87,541742330,VN100,VN100
2023-06-20,1059.87,1067.63,1057.83,1067.63,515969069,VN100,VN100
2023-06-21,1067.91,1076.35,1066.34,1076.35,633462149,VN100,VN100
2023-06-22,1083.1,1087.01,1080.9,1083.41,681124051,VN100,VN100
2023-06-23,1085.4,1091.88,1083.03,1090.58,649736330,VN100,VN100
2023-06-26,1090.58,1095.84,1079.14,1093.3,756533308,VN100,VN100
2023-06-27,1096.38,1097.15,1089.81,1095.13,508475758,VN100,VN100
2023-06-28,1096.42,1101.43,1092.91,1099.6,666830397,VN100,VN100
2023-06-29,1100.48,1101.07,1082.94,1082.94,631808405,VN100,VN100
2023-06-30,1083.11,1085.32,1079.28,1082.38,439144266,VN100,VN100
2023-07-03,1086.62,1089.05,1080.65,1083.86,395028741,VN100,VN100
2023-07-04,1084.64,1091.18,1081.62,1091.18,510395821,VN100,VN100
2023-07-05,1095.01,1097.84,1092.46,1092.55,588380308,VN100,VN100
2023-07-06,1092.71,1094.11,1079.27,1084.46,691616103,VN100,VN100
2023-07-07,1082.97,1094.8,1079.45,1094.8,600805571,VN100,VN100
2023-07-10,1100.35,1107.2,1098.46,1107.2,644142252,VN100,VN100
2023-07-11,1108.01,1116.12,1107.76,1110.47,648558350,VN100,VN100
2023-07-12,1112.03,1114.29,1105.97,1110.03,582548802,VN100,VN100
2023-07-13,1115.79,1121.98,1115.25,1121.98,579757848,VN100,VN100
2023-07-14,1121.98,1127.73,1113.28,1126.56,767435289,VN100,VN100
2023-07-17,1131.04,1133.99,1127.97,1131.75,644847283,VN100,VN100
2023-07-18,1131.76,1134.42,1127.33,1134.22,602249556,VN100,VN100
2023-07-19,1134.22,1138.59,1131.63,1131.63,642839874,VN100,VN100
2023-07-20,1131.63,1135.42,1127.26,1135.42,578138380,VN100,VN100
2023-07-21,1136.5,1152.83,1135.93,1152.83,762219216,VN100,VN100
2023-07-24,1158.86,1161.32,1151.04,1160.4,713464432,VN100,VN100
2023-07-25,1162.53,1167.87,1160.35,1163.96,721859685,VN100,VN100
2023-07-26,1164.0,1167.79,1160.78,1167.79,654362782,VN100,VN100
2023-07-27,1168.37,1172.44,1158.74,1168.08,818091747,VN100,VN100
2023-07-28,1168.82,1180.49,1167.22,1180.49,791725539,VN100,VN100
2023-07-31,1180.49,1194.82,1180.49,1193.98,819539989,VN100,VN100
2023-08-01,1200.8,1201.8,1185.37,1185.37,891042223,VN100,VN100
2023-08-02,1184.26,1191.59,1180.29,1188.93,664214264,VN100,VN100
2023-08-03,1188.15,1192.54,1178.61,1181.03,740574675,VN100,VN100
2023-08-04,1182.18,1201.1,1182.18,1199.74,791366289,VN100,VN100
2023-08-07,1199.73,1216.11,1199.73,1216.11,867307628,VN100,VN100
2023-08-08,1217.86,1219.83,1210.19,1213.06,754949309,VN100,VN100
2023-08-09,1211.29,1213.34,1202.26,1205.98,668782195,VN100,VN100
2023-08-10,1207.89,1209.27,1191.59,1192.62,588594255,VN100,VN100
2023-08-11,1200.01,1205.46,1185.55,1205.46,652317803,VN100,VN100
2023-08-14,1210.39,1215.01,1202.93,1212.71,758727053,VN100,VN100
2023-08-15,1212.71,1214.91,1206.29,1210.17,564999639,VN100,VN100
2023-08-16,1209.87,1222.23,1208.49,1222.23,626538487,VN100,VN100
2023-08-17,1223.41,1225.75,1213.71,1213.71,755238370,VN100,VN100
2023-08-18,1206.2,1209.17,1151.55,1153.99,1170325025,VN100,VN100
2023-08-21,1153.58,1164.93,1140.78,1155.11,729204539,VN100,VN100
2023-08-22,1157.46,1161.51,1122.45,1161.32,730512493,VN100,VN100
2023-08-23,1173.73,1174.15,1148.22,1152.13,543535887,VN100,VN100
2023-08-24,1152.13,1173.59,1150.47,1173.59,583399571,VN100,VN100
2023-08-25,1173.42,1177.89,1166.68,1170.3,647745410,VN100,VN100
2023-08-28,1177.02,1191.11,1176.04,1191.11,633155606,VN100,VN100
2023-08-29,1194.68,1198.04,1186.45,1194.25,700094096,VN100,VN100
2023-08-30,1195.55,1207.64,1194.25,1206.8,607178849,VN100,VN100
2023-08-31,1207.91,1218.92,1207.91,1218.92,661862881,VN100,VN100
2023-09-05,1226.35,1231.86,1222.0,1228.33,756081544,VN100,VN100
2023-09-06,1230.63,1243.04,1222.01,1243.04,783262303,VN100,VN100
2023-09-07,1245.56,1253.31,1237.66,1240.42,752482633,VN100,VN100
2023-09-08,1238.34,1246.23,1237.23,1239.04,738830763,VN100,VN100
2023-09-11,1242.45,1249.5,1217.83,1218.98,946390495,VN100,VN100
2023-09-12,1218.96,1244.99,1214.59,1244.99,679377702,VN100,VN100
2023-09-13,1249.17,1251.99,1231.47,1237.9,862907472,VN100,VN100
2023-09-14,1237.95,1244.64,1221.04,1222.44,794834624,VN100,VN100
2023-09-15,1224.56,1234.03,1219.36,1225.85,661787102,VN100,VN100
2023-09-18,1225.85,1225.85,1203.51,1211.63,625758556,VN100,VN100
2023-09-19,1213.48,1218.39,1199.26,1214.45,727104230,VN100,VN100
2023-09-20,1216.37,1231.11,1213.04,1229.75,574576200,VN100,VN100
2023-09-21,1229.39,1230.54,1212.55,1213.37,690806935,VN100,VN100
2023-09-22,1203.08,1203.08,1168.98,1185.27,1035714395,VN100,VN100
2023-09-25,1185.27,1187.28,1139.29,1139.29,786156152,VN100,VN100
2023-09-26,1139.29,1155.07,1128.89,1128.89,746941296,VN100,VN100
2023-09-27,1131.26,1149.75,1114.6,1149.75,590728674,VN100,VN100
2023-09-28,1149.28,1149.64,1127.85,1146.35,498123927,VN100,VN100
2023-09-29,1146.35,1159.09,1146.35,1148.47,407250798,VN100,VN100
2023-10-02,1149.46,1157.64,1143.81,1150.72,361785113,VN100,VN100
2023-10-03,1140.54,1141.63,1108.94,1110.71,708217180,VN100,VN100
2023-10-04,1106.39,1131.36,1097.31,1122.61,511186637,VN100,VN100
2023-10-05,1126.76,1128.86,1108.21,1108.21,437399575,VN100,VN100
2023-10-06,1109.33,1126.61,1103.52,1125.53,458579829,VN100,VN100
2023-10-09,1125.67,1138.15,1123.38,1138.15,445854516,VN100,VN100
2023-10-10,1141.87,1151.38,1141.87,1144.55,480027275,VN100,VN100
2023-10-11,1146.5,1154.28,1139.17,1154.28,384643212,VN100,VN100
2023-10-12,1155.06,1161.17,1150.01,1153.59,448515560,VN100,VN100
2023-10-13,1145.31,1158.07,1139.97,1156.82,438480817,VN100,VN100
2023-10-16,1156.41,1158.69,1140.79,1141.96,485155009,VN100,VN100
2023-10-17,1146.61,1149.5,1120.14,1120.14,442282567,VN100,VN100
2023-10-18,1123.9,1125.41,1085.45,1103.68,750739172,VN100,VN100
2023-10-19,1104.49,1104.69,1084.32,1084.32,465501556,VN100,VN100
2023-10-20,1084.21,1107.92,1073.45,1107.36,471206989,VN100,VN100
2023-10-23,1106.41,1106.61,1085.29,1091.82,419453851,VN100,VN100
2023-10-24,1094.08,1107.2,1087.15,1104.25,367523619,VN100,VN100
2023-10-25,1105.27,1113.07,1099.69,1099.69,378236203,VN100,VN100
2023-10-26,1079.1,1080.76,1041.67,1050.41,852760912,VN100,VN100
2023-10-27,1057.36,1060.63,1036.47,1058.25,497550004,VN100,VN100
2023-10-30,1053.55,1056.91,1033.36,1033.36,367407762,VN100,VN100
2023-10-31,1035.52,1038.65,1016.13,1019.22,555344729,VN100,VN100
2023-11-01,1019.45,1035.34,1014.05,1035.34,487895909,VN100,VN100
2023-11-02,1035.71,1074.28,1035.71,1074.28,529875602,VN100,VN100
2023-11-03,1075.86,1082.77,1068.94,1074.84,563535638,VN100,VN100
2023-11-06,1074.84,1091.04,1074.84,1091.04,514560588,VN100,VN100
2023-11-07,1087.42,1092.24,1079.53,1080.73,465521277,VN100,VN100
2023-11-08,1080.37,1120.88,1076.82,1120.88,662958559,VN100,VN100
2023-11-09,1123.81,1132.3,1117.65,1118.4,733373021,VN100,VN100
2023-11-10,1109.0,1124.41,1106.81,1107.2,759575183,VN100,VN100
2023-11-13,1107.73,1115.7,1098.21,1107.78,565811905,VN100,VN100
2023-11-14,1114.86,1127.93,1111.91,1120.67,609302021,VN100,VN100
2023-11-15,1133.03,1144.42,1127.22,1130.57,681616270,VN100,VN100
2023-11-16,1127.43,1134.15,1122.89,1134.15,486152287,VN100,VN100
2023-11-17,1136.95,1139.64,1102.47,1108.54,859416603,VN100,VN100
2023-11-20,1095.97,1119.37,1090.0,1109.84,609508700,VN100,VN100
2023-11-21,1110.64,1120.78,1110.64,1117.64,509713628,VN100,VN100
2023-11-22,1117.64,1123.75,1110.43,1122.13,677229898,VN100,VN100
2023-11-23,1124.7,1127.5,1090.69,1090.69,730843496,VN100,VN100
2023-11-24,1094.49,1098.11,1074.32,1098.11,684999173,VN100,VN100
2023-11-27,1098.11,1099.53,1085.81,1086.25,433500037,VN100,VN100
2023-11-28,1086.46,1095.62,1073.78,1095.28,505982467,VN100,VN100
2023-11-29,1095.28,1106.34,1095.28,1102.84,425366653,VN100,VN100
2023-11-30,1102.31,1108.73,1093.86,1093.86,494688323,VN100,VN100
